all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,393185,548634,3168,2850,1872,157283


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"Also , I 'm quite clear on the fact that those in power now ( and , in true general , most anyone at the top of a pyrimidal power structure ) tend to use the dominant religion as a cloak to hide their true motivations and as a tool to control the masses ."

original sentence,It is the text of a speech given by an Arab gentleman before the advisory board of a large multi-nation corporation .
wrong word,advisory 15
mutation sentence,It is the text of a speech given by an Arab gentleman before the corporate advisory board of a large multi-nation corporation .
mutation sentence,It is the text of a speech given by an Arab gentleman before the financial advisory board of a large multi-nation corporation .
mutation sentence,It is the text of a speech given by an Arab gentleman before the scientific advisory board of a large multi-nation corporation .
mutation sentence,It is the text of a speech given by an Arab gentleman before the global advisory board of a large multi-nation corporation .
mutation sentence,It is the text of a speech given by an Arab gentleman before the foreign advisory board of a large multi-nation corporation .

original sentence,"The papers found at headquarters of the Mukhabarat , Iraq 's secret police , show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan ."
wrong word,secret 12
mutation sentence,"The papers found at headquarters of the Mukhabarat , Iraq 's national secret police , show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan ."
mutation sentence,"The papers found at headquarters of the Mukhabarat , Iraq 's federal secret police , show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan ."

original sentence,"Elena 's title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
wrong word,admin 5
mutation sentence,"Elena 's official title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's new title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's full title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's real title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's proper title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's actual title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's current title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's true title is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's title here is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's title now is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's title today is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
mutation sentence,"Elena 's title tonight is admin coordinator , and I know that Sara should not have this title , and honestly do not think that Elena should also ."
