all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"

original sentence,The I/C design is for a UltraSonic meter and this is dependent on their testing schedule ( Canada or Kansas are the only two places to test to 100 % of design ) .
wrong word,only
mutation sentence,The I/C design is for a UltraSonic meter and this is dependent on their testing schedule ( Canada or Kansas are the currently only two places to test to 100 % of design ) .
mutation sentence,The I/C design is for a UltraSonic meter and this is dependent on their testing schedule ( Canada or Kansas are the usually only two places to test to 100 % of design ) .
mutation sentence,The I/C design is for a UltraSonic meter and this is dependent on their testing schedule ( Canada or Kansas are the generally only two places to test to 100 % of design ) .
mutation sentence,The I/C design is for a UltraSonic meter and this is dependent on their testing schedule ( Canada or Kansas are the now only two places to test to 100 % of design ) .
mutation sentence,The I/C design is for a UltraSonic meter and this is dependent on their testing schedule ( Canada or Kansas are the only known two places to test to 100 % of design ) .

original sentence,"As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only one that will be before the arbitrators ( since Duke clearly can not change it's ineffective IP at this stage , having already seen ours ) ."
wrong word,only
mutation sentence,"As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only effective one that will be before the arbitrators ( since Duke clearly can not change it's ineffective IP at this stage , having already seen ours ) ."
mutation sentence,"As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only valid one that will be before the arbitrators ( since Duke clearly can not change it's ineffective IP at this stage , having already seen ours ) ."
mutation sentence,"As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only viable one that will be before the arbitrators ( since Duke clearly can not change it's ineffective IP at this stage , having already seen ours ) ."
mutation sentence,"As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only useful one that will be before the arbitrators ( since Duke clearly can not change it's ineffective IP at this stage , having already seen ours ) ."
mutation sentence,"As I have told RNR , I think we should advise Duke in writing that its IP is not in conformity with the contract , since it is in the alternative , and that our IP is hence the only acceptable one that will be before the arbitrators ( since Duke clearly can not change it's ineffective IP at this stage , having already seen ours ) ."
