all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213001,728,5623,870,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,You should fit them to where the drawstring is tied slightly bit loose .
mutation sentence,You should fit them to where the drawstring is tied slightly back loose .
mutation sentence,You should fit them to where the drawstring is tied slightly loose enough .

original sentence,"The most important thing is that you are comfortable , and that you 're not wearing baggy or loose fitting clothing so you can make sure you 're forming and moving correctly in the mirror ."
wrong word,loose 19
mutation sentence,"The most important thing is that you are comfortable , and that you 're not wearing baggy or loose fitting white clothing so you can make sure you 're forming and moving correctly in the mirror ."

original sentence,"Fresh basil not only tastes better than dried , it actually tastes different , almost as if it were not the same herb ."
wrong word,different 13
mutation sentence,"Fresh basil not only naturally tastes better than dried , it actually tastes different , almost as if it were not the same herb ."
mutation sentence,"Fresh basil not only usually tastes better than dried , it actually tastes different , almost as if it were not the same herb ."
mutation sentence,"Fresh basil not only tastes better than dried , it even actually tastes different , almost as if it were not the same herb ."
mutation sentence,"Fresh basil not only tastes better than dried , it actually tastes different too , almost as if it were not the same herb ."
mutation sentence,"Fresh basil not only tastes better than dried , it actually tastes different , almost as if it were not the very same herb ."
mutation sentence,"Fresh basil not only tastes better than dried , it actually tastes different , almost as if it were not the same herb altogether ."

original sentence,Those who 've never heard of this will be amazed to see a chicken lie perfectly still after these instructions are followed .
wrong word,still 17
mutation sentence,Those who actually 've never heard of this will be amazed to see a chicken lie perfectly still after these instructions are followed .
mutation sentence,Those who really 've never heard of this will be amazed to see a chicken lie perfectly still after these instructions are followed .
mutation sentence,Those who still 've never heard of this will be amazed to see a chicken lie perfectly still after these instructions are followed .
