all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"You charge you SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge yourself SO MUCH , yet you use the same grounds over and over again ."
mutation sentence,"You charge SO MUCH well , yet you use the same grounds over and over again ."

original sentence,If you get caught in traffic and are a couple minutes late they make you re-schedule ... for 6 weeks later .
wrong word,late
mutation sentence,If you get caught in traffic and are a couple minutes late then they make you re-schedule ... for 6 weeks later .

original sentence,Maybe next time they will have it .
wrong word,next
mutation sentence,Maybe next good time they will have it .

original sentence,Once you have met Nigel you will not want to work with anyone else .
wrong word,else
mutation sentence,Once you have met Nigel you will not want to work with anyone here else .

original sentence,Would highly recommend to anyone requiring overseas gift delivery .
wrong word,overseas
mutation sentence,Would highly recommend to anyone requiring overseas special gift delivery .
mutation sentence,Would highly recommend to anyone requiring overseas free gift delivery .

original sentence,We were the only customers there !
wrong word,only
mutation sentence,We were the only serious customers there !

original sentence,"IT IS NOT A HIGH END STEAK HOUSE , MORE OF THE CUISINE BRETT ENJOYS IN MISSISSIPPI ."
wrong word,MORE
mutation sentence,"IT IS NOT A HIGH END STEAK HOUSE , MORE OF IN THE CUISINE BRETT ENJOYS IN MISSISSIPPI ."

original sentence,A short but wide - ranging menu executed with innovative perfection in a cozy hole in the wall just off the main street .
wrong word,wide
mutation sentence,A short but wide - ranging evening menu executed with innovative perfection in a cozy hole in the wall just off the main street .

original sentence,This was a terrible experience and I hope that no one else goes through that .
wrong word,else
mutation sentence,This was a terrible experience and I hope that no one here else goes through that .

original sentence,I work with him and since past 6 years he is hosting his websites to Liquidweb .
wrong word,past
mutation sentence,I work with him and since past 6 / years he is hosting his websites to Liquidweb .

original sentence,Major Awards – Overall Hino dealer of the year .
wrong word,Overall
mutation sentence,Major Awards – Overall . Hino dealer of the year .

original sentence,Overall Hino finance dealer of the year .
wrong word,Overall
mutation sentence,Overall Best Hino finance dealer of the year .

original sentence,I asked why so high and they said it was due to the labor of moving things out of the way .
wrong word,high
mutation sentence,I asked why so high up and they said it was due to the labor of moving things out of the way .
mutation sentence,I asked why so high and how they said it was due to the labor of moving things out of the way .
