all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in individual wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in both wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in artistic wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in female wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in athletics wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in her wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in rhythmic wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in mixed wheelchair basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in wheelchair table basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in wheelchair level basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in wheelchair floor basketball , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in wheelchair basketball respectively , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in wheelchair basketball twice , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in wheelchair basketball internationally , retired from the game after the 2012 Summer Paralympics in London ."
mutation sentence,"McKenzie , a silver and bronze Paralympic medalist in wheelchair basketball individually , retired from the game after the 2012 Summer Paralympics in London ."

original sentence,"I visited the festival on Saturday night , the opening night , and there was a sea of people in the square ."
wrong word,opening
mutation sentence,"I visited the festival on Saturday night , the traditional opening night , and there was a sea of people in the square ."
mutation sentence,"I visited the festival on Saturday night , the actual opening night , and there was a sea of people in the square ."
mutation sentence,"I visited the festival on Saturday night , the main opening night , and there was a sea of people in the square ."
